date,product_name,product_category,sales,profit,quantity,rating,returned,stock,payment_method
2024-02-04,Lux Soap,Personal Care,177381.04,29027.14,17,2.9,0,346,Cash
2024-04-02,Teer Atta,Groceries,10758.27,3089.6,5,4.6,0,67,bKash
2025-03-12,Minister Blender,Electronics,75388.4,6759.49,9,4.1,0,485,Cash
2024-07-02,Fresh Soybean Oil,Groceries,34826.15,5862.56,4,2.6,0,300,Visa Card
2024-04-27,ACI Salt,Groceries,92927.24,15319.83,18,3.7,1,197,Rocket
2024-06-01,Akij Cement,Construction,101006.09,26783.95,13,3.1,0,17,Nagad
2024-12-30,Singer Rice Cooker,Electronics,136307.56,18083.09,16,4.5,0,333,Mastercard
2024-05-15,Walton Fridge,Electronics,7914.04,1800.91,3,2.9,0,299,bKash
2025-01-07,Walton Fan,Electronics,77752.89,19475.42,8,4.1,1,323,bKash
2024-03-19,Akij Cement,Construction,102186.22,29370.52,10,4.9,0,170,Rocket
2025-02-24,Lux Soap,Personal Care,89086.3,18238.58,11,3.1,0,272,Nagad
2024-10-08,Walton Fan,Electronics,108286.04,18375.84,8,4.9,0,148,Nagad
2024-02-11,Dettol Handwash,Personal Care,49202.46,15100.16,13,4.1,0,354,Mastercard
2025-01-12,Bombay Sweets Chanachur,Snacks,61204.99,18812.96,19,3.0,1,88,Rocket
2024-02-22,Walton Fridge,Electronics,242815.21,48349.17,17,3.7,0,325,Nagad
2025-01-01,Lux Soap,Personal Care,26640.28,7157.75,11,2.7,0,65,Rocket
2024-08-22,Kazi Farms Chicken,Frozen Food,13713.24,4450.74,7,3.9,1,393,Rocket
2024-04-24,ACI Salt,Groceries,9945.91,1587.66,1,3.2,0,147,bKash
2024-07-11,Singer Rice Cooker,Electronics,9926.0,1495.95,14,4.0,0,457,Nagad
2024-12-02,Fresh Soybean Oil,Groceries,68029.55,10730.47,15,3.6,0,458,bKash
2025-01-31,Minister Blender,Electronics,76657.57,7357.98,11,3.6,0,200,Mastercard
2024-01-22,Bashundhara Tissue,Household,38411.79,11255.54,6,3.4,1,325,Mastercard
2024-01-12,Lux Soap,Personal Care,232187.04,49521.66,18,4.0,0,408,Cash
2024-02-23,Walton Fan,Electronics,87024.06,29923.28,6,4.2,0,363,Nagad
2024-09-21,Fresh Milk,Dairy,39354.95,11391.52,6,3.6,0,223,Rocket
2025-03-27,Akij Cement,Construction,232080.4,65720.89,20,2.8,0,387,Visa Card
2024-05-26,Lux Soap,Personal Care,245954.31,73082.25,19,3.8,0,18,Visa Card
2024-12-13,Singer Rice Cooker,Electronics,88246.77,14956.94,15,3.7,0,86,Cash
2024-03-14,Easy Fashion Shirt,Fashion,106079.03,29281.05,20,3.7,0,333,Visa Card
2025-04-11,Navana Helmet,Automotive,32615.48,10867.29,6,4.4,0,299,Nagad
2024-05-11,ACI Salt,Groceries,1758.13,170.43,8,3.3,0,271,bKash
2024-06-25,ACI Salt,Groceries,193290.61,62289.52,17,3.0,0,398,Visa Card
2025-01-15,Minister Blender,Electronics,128787.13,20595.25,11,3.3,0,294,bKash
2024-07-31,Akij Cement,Construction,236842.03,30588.27,17,4.4,0,139,Visa Card
2025-02-21,Bombay Sweets Chanachur,Snacks,65008.95,12167.92,12,3.7,1,232,Mastercard
2024-12-09,RFL Chair,Furniture,15211.89,3172.84,2,4.2,0,429,bKash
2024-08-15,Bashundhara Tissue,Household,12560.04,1749.79,1,2.8,0,84,Visa Card
2024-11-24,Fresh Soybean Oil,Groceries,60558.81,14871.3,15,4.5,0,417,bKash
2024-10-12,Aarong Panjabi,Fashion,5311.81,1781.56,1,4.1,0,285,Mastercard
2024-07-29,Walton Fridge,Electronics,110252.74,35468.42,11,3.7,0,290,Mastercard
2024-03-13,RFL Chair,Furniture,138414.22,25234.47,20,4.3,0,35,Cash
2025-05-14,Fresh Soybean Oil,Groceries,64585.73,9562.05,12,2.7,0,147,Rocket
2025-03-13,Bashundhara Tissue,Household,76403.76,7034.15,6,2.9,0,296,Mastercard
2024-02-08,Aarong Panjabi,Fashion,19873.31,2492.2,7,4.9,0,465,Rocket
2025-04-01,Teer Atta,Groceries,45736.24,13110.29,18,3.9,0,13,Cash
2024-07-07,Fresh Soybean Oil,Groceries,10939.98,2643.37,12,3.1,0,491,bKash
2024-08-23,Aarong Panjabi,Fashion,17981.03,5333.87,12,2.8,0,164,Visa Card
2024-10-27,Easy Fashion Shirt,Fashion,32164.14,3580.8,3,2.8,0,84,Cash
2024-12-24,Dettol Handwash,Personal Care,21685.19,5164.02,4,4.9,0,210,Visa Card
2024-10-04,ACI Salt,Groceries,85706.56,28684.19,10,4.1,1,297,Nagad
2024-08-13,Akij Cement,Construction,78107.01,23116.48,20,4.8,0,74,Mastercard
2025-03-13,Dettol Handwash,Personal Care,29079.27,9532.5,4,4.4,0,388,Rocket
2024-08-16,ACI Salt,Groceries,25771.8,4348.33,9,3.7,0,377,Cash
2024-11-07,Bata School Shoe,Fashion,23019.85,5743.99,2,4.8,0,217,Visa Card
2024-03-10,Vision TV,Electronics,17023.51,2084.9,1,4.7,0,299,bKash
2025-04-05,Navana Helmet,Automotive,4079.4,1388.63,2,3.6,0,472,Nagad
2024-05-12,Pran Mango Juice,Beverages,50854.23,11463.58,4,3.9,0,375,Visa Card
2025-02-11,Bashundhara Tissue,Household,11770.51,3032.03,1,3.0,0,391,Rocket
2024-07-01,Navana Helmet,Automotive,90370.21,18351.31,15,4.9,0,145,bKash
2024-07-23,Olympic Biscuit,Snacks,5273.01,974.95,3,3.7,1,253,Cash
2025-02-22,Lux Soap,Personal Care,86917.62,18652.56,17,4.8,1,332,Visa Card
2025-05-09,Bashundhara Tissue,Household,206839.07,46595.63,18,2.7,0,263,Mastercard
2025-01-03,Olympic Biscuit,Snacks,273860.08,90941.05,18,3.5,0,393,Mastercard
2025-03-19,Bata School Shoe,Fashion,51205.05,13638.97,13,3.3,0,169,bKash
2024-05-20,RFL Chair,Furniture,55148.34,6919.5,18,4.6,1,234,Cash
2024-11-25,Singer Rice Cooker,Electronics,160205.48,33758.6,17,4.5,1,174,Rocket
2025-04-11,Aarong Panjabi,Fashion,224161.6,59388.75,16,3.2,1,358,Cash
2024-11-17,Lux Soap,Personal Care,120045.94,38315.69,10,2.8,0,399,Rocket
2024-02-15,Walton Fridge,Electronics,141104.45,25508.98,11,4.0,1,494,Mastercard
2025-05-13,RFL Chair,Furniture,16010.69,4951.07,1,3.8,0,204,bKash
2024-07-25,Teer Atta,Groceries,157735.49,43870.15,19,3.9,0,224,Rocket
2024-08-30,Aarong Panjabi,Fashion,85610.73,16658.06,16,3.7,1,254,Mastercard
2024-10-09,Square Toiletries Lotion,Personal Care,5703.51,877.97,1,3.7,1,186,Visa Card
2024-02-28,Navana Helmet,Automotive,40058.24,5685.19,19,4.7,0,173,Nagad
2024-04-25,Bashundhara Tissue,Household,12114.1,3438.9,1,3.8,0,454,Visa Card
2025-01-27,Dettol Handwash,Personal Care,136075.4,35121.69,11,4.3,0,229,Mastercard
2024-02-24,Easy Fashion Shirt,Fashion,194688.1,56313.99,16,3.3,0,178,Mastercard
2024-11-13,Kazi Farms Chicken,Frozen Food,7370.2,2535.8,2,4.7,0,486,bKash
2024-05-09,Vision TV,Electronics,55515.06,15081.26,6,3.9,0,70,Visa Card
2024-07-18,Sunsilk Shampoo,Personal Care,22801.17,5167.32,5,3.9,0,270,Cash
2024-08-26,Dettol Handwash,Personal Care,59154.74,7531.98,18,2.7,1,383,Cash
2024-03-15,Walton Fridge,Electronics,207902.02,42170.75,13,3.0,1,35,Mastercard
2024-02-23,Minister Blender,Electronics,41555.47,3578.93,17,4.1,0,62,Mastercard
2024-01-26,Easy Fashion Shirt,Fashion,27686.8,3538.81,2,4.4,0,343,Rocket
2024-06-14,Walton Fan,Electronics,69493.7,9264.63,7,4.4,0,54,Nagad
2024-02-01,Bombay Sweets Chanachur,Snacks,7500.72,1711.15,2,3.2,0,19,Visa Card
2024-11-07,Walton Fridge,Electronics,9970.36,2869.39,1,4.4,0,334,bKash
2024-04-19,Dettol Handwash,Personal Care,17675.96,1588.84,2,3.2,0,255,Mastercard
2024-12-11,Vision TV,Electronics,53653.47,16376.79,15,3.4,0,139,bKash
2024-03-31,Easy Fashion Shirt,Fashion,81157.93,18578.93,8,3.0,0,331,Rocket
2024-06-18,Navana Helmet,Automotive,151705.51,15682.49,17,3.5,0,75,Cash
2025-01-10,Bata School Shoe,Fashion,21873.61,5321.97,2,4.6,1,306,Nagad
2024-11-09,Vision TV,Electronics,59392.88,14288.89,4,4.9,1,206,bKash
2024-10-24,Minister Blender,Electronics,6123.34,1982.21,5,4.5,0,294,Cash
2025-02-26,Bata School Shoe,Fashion,31341.64,6577.22,8,3.8,0,53,Nagad
2024-11-24,Minister Blender,Electronics,11173.74,3781.86,2,4.2,1,363,Rocket
2025-03-08,ACI Salt,Groceries,40863.93,9459.17,5,3.4,0,315,bKash
2024-04-15,Bombay Sweets Chanachur,Snacks,176611.15,50798.19,16,4.3,1,23,Mastercard
2025-05-04,Walton Fridge,Electronics,10977.42,3794.46,2,4.4,0,39,Rocket
2025-01-31,Aarong Panjabi,Fashion,69632.97,14450.09,13,4.6,0,281,Mastercard
2024-05-05,Bombay Sweets Chanachur,Snacks,15856.77,4358.61,1,4.6,0,89,bKash
2025-01-10,Square Toiletries Lotion,Personal Care,51251.56,8442.51,20,2.6,0,160,Rocket
2025-05-14,Square Toiletries Lotion,Personal Care,30374.92,10501.41,3,3.9,0,409,Mastercard
2025-03-05,Square Toiletries Lotion,Personal Care,30074.77,8265.97,4,4.0,1,210,bKash
2024-10-03,Dettol Handwash,Personal Care,138281.28,45046.54,12,4.7,0,34,Nagad
2025-02-21,Olympic Biscuit,Snacks,55485.44,8817.27,19,4.8,0,206,Visa Card
2024-02-16,Fresh Milk,Dairy,9223.15,1517.66,2,2.7,1,30,Nagad
2024-02-15,Easy Fashion Shirt,Fashion,9412.8,2453.85,2,4.8,0,364,Nagad
2025-01-07,Teer Atta,Groceries,67978.27,17487.89,5,4.7,0,211,Cash
2024-08-24,Bata School Shoe,Fashion,29684.92,4400.91,9,4.5,1,209,Cash
2024-07-20,Dettol Handwash,Personal Care,55598.38,10328.32,9,2.6,1,44,bKash
2024-06-12,Easy Fashion Shirt,Fashion,19377.67,5902.46,2,4.2,0,183,Cash
2024-09-24,Teer Atta,Groceries,19701.69,3262.46,4,2.7,0,204,Cash
2024-11-08,Sunsilk Shampoo,Personal Care,39728.34,3870.02,4,4.3,0,308,Mastercard
2024-03-30,Sunsilk Shampoo,Personal Care,9684.84,1438.5,3,3.8,0,50,Visa Card
2024-07-14,Bata School Shoe,Fashion,1839.81,152.4,2,3.3,0,497,Mastercard
2024-02-21,Dettol Handwash,Personal Care,69269.67,15395.6,5,2.9,1,80,bKash
2024-05-12,Bashundhara Tissue,Household,117129.6,19680.62,8,4.1,1,290,Rocket
2024-03-08,Sunsilk Shampoo,Personal Care,12561.53,1441.14,3,4.4,0,84,Nagad
2024-08-20,Aarong Panjabi,Fashion,17099.91,3594.53,2,4.7,0,42,Nagad
2024-08-09,Square Toiletries Lotion,Personal Care,220304.48,58414.36,17,4.9,0,191,Mastercard
2025-05-14,Easy Fashion Shirt,Fashion,7548.05,2322.45,1,3.1,1,500,Cash
2024-02-04,Kazi Farms Chicken,Frozen Food,70201.69,12489.95,9,3.2,0,283,Cash
2024-03-21,Easy Fashion Shirt,Fashion,10868.89,1665.57,11,2.6,0,475,Visa Card
2024-05-30,Kazi Farms Chicken,Frozen Food,26630.17,7108.0,2,4.4,0,289,bKash
2025-01-22,Pran Mango Juice,Beverages,110716.8,20936.2,7,4.2,1,141,Rocket
2024-02-10,Olympic Biscuit,Snacks,9357.52,1965.92,1,4.9,0,277,bKash
2024-11-23,Lux Soap,Personal Care,68926.07,21176.74,8,3.5,0,79,Rocket
2024-05-30,Minister Blender,Electronics,5080.26,513.86,1,4.7,0,359,Nagad
2025-01-31,Pran Mango Juice,Beverages,22123.29,6926.41,3,4.6,0,376,bKash
2025-01-12,Fresh Soybean Oil,Groceries,142550.5,25643.4,16,3.0,0,13,Mastercard
2024-10-17,Singer Rice Cooker,Electronics,199706.71,53953.71,14,3.8,0,366,Nagad
2025-01-10,Pran Mango Juice,Beverages,69057.27,12043.45,8,3.3,0,419,Nagad
2024-08-30,Square Toiletries Lotion,Personal Care,130288.54,38728.21,13,2.8,0,409,Rocket
2024-07-28,Minister Blender,Electronics,34568.35,7207.0,12,3.0,0,216,Rocket
2024-06-25,Bashundhara Tissue,Household,24009.78,3997.53,5,4.3,1,474,Nagad
2024-11-25,Sunsilk Shampoo,Personal Care,116691.38,12706.65,17,3.0,1,119,bKash
2024-11-29,Bata School Shoe,Fashion,92681.48,24008.43,12,4.8,0,376,Mastercard
2024-03-21,Minister Blender,Electronics,157323.65,14700.52,14,4.7,0,261,bKash
2024-05-12,Walton Fridge,Electronics,142869.91,32594.29,11,3.2,1,462,Mastercard
2024-06-30,Bata School Shoe,Fashion,16768.9,5318.86,2,4.8,1,352,bKash
2024-06-06,Fresh Milk,Dairy,62292.59,18281.59,9,2.7,0,399,Nagad
2024-08-12,Walton Fridge,Electronics,171193.39,59188.47,18,3.5,0,490,Visa Card
2025-01-01,Square Toiletries Lotion,Personal Care,178207.56,26529.44,20,4.3,0,104,Visa Card
2024-02-29,RFL Chair,Furniture,19348.62,6309.69,4,3.2,0,209,Rocket
2025-04-21,Square Toiletries Lotion,Personal Care,48589.14,5517.9,11,3.4,0,417,Nagad
2024-01-22,Olympic Biscuit,Snacks,186307.14,60666.96,17,3.8,0,49,Nagad
2024-11-30,Akij Cement,Construction,132148.98,18825.48,13,5.0,1,391,bKash
2024-10-23,Singer Rice Cooker,Electronics,50764.31,10962.16,19,3.1,0,103,Cash
2024-09-22,Akij Cement,Construction,38850.88,8689.76,3,4.1,0,245,Cash
2024-03-15,Pran Noodles,Groceries,134383.9,28895.46,13,3.1,0,476,Rocket
2024-08-19,Dettol Handwash,Personal Care,19519.86,2664.41,15,4.1,0,440,Cash
2024-03-04,Teer Atta,Groceries,94994.09,24138.55,8,2.7,1,158,Cash
2025-04-09,Bashundhara Tissue,Household,128454.2,21099.96,20,4.8,1,498,bKash
2025-05-11,Singer Rice Cooker,Electronics,17470.15,1838.03,12,3.7,1,45,bKash
2025-01-31,RFL Chair,Furniture,63053.89,8666.21,5,4.6,0,430,Mastercard
2024-12-24,Fresh Milk,Dairy,126997.72,30850.72,11,3.6,1,384,Mastercard
2024-12-24,Sunsilk Shampoo,Personal Care,21038.2,3447.05,8,4.7,0,410,Cash
2025-04-10,Walton Fan,Electronics,10048.01,3056.31,4,3.1,1,487,Visa Card
2025-03-08,Vision TV,Electronics,69196.07,14836.66,11,3.9,0,427,Visa Card
2025-04-29,Fresh Soybean Oil,Groceries,231155.42,67881.95,17,4.2,0,239,Visa Card
2024-01-27,Bata School Shoe,Fashion,211605.73,56518.42,13,2.7,1,250,Rocket
2024-05-11,Olympic Biscuit,Snacks,117184.84,27888.32,9,3.4,0,40,Mastercard
2024-04-19,Pran Mango Juice,Beverages,104116.1,14638.18,12,3.5,0,193,Rocket
2024-10-26,Lux Soap,Personal Care,96557.15,23939.91,19,3.4,0,236,Mastercard
2024-09-27,Vision TV,Electronics,144976.1,42727.77,13,4.1,0,412,Mastercard
2024-08-22,Vision TV,Electronics,264216.36,43970.98,20,4.2,1,484,Nagad
2024-05-09,Navana Helmet,Automotive,72130.99,14643.0,7,3.9,0,466,Cash
2025-03-31,Bombay Sweets Chanachur,Snacks,72391.79,22858.43,6,3.7,0,178,Cash
2024-01-29,Pran Mango Juice,Beverages,65661.22,21586.17,17,4.5,0,185,Cash
2024-04-21,Akij Cement,Construction,11721.69,1421.45,13,4.1,1,379,Cash
2025-04-09,ACI Salt,Groceries,204045.72,68310.65,14,4.3,0,114,bKash
2024-11-21,Dettol Handwash,Personal Care,28987.13,10032.39,2,3.8,1,335,Visa Card
2024-06-23,Aarong Panjabi,Fashion,72919.92,12580.21,13,2.7,0,403,Nagad
2024-06-04,Sunsilk Shampoo,Personal Care,68839.56,21571.42,14,4.1,0,241,bKash
2024-05-26,Navana Helmet,Automotive,22319.31,7798.14,18,4.6,1,255,Cash
2024-10-10,Singer Rice Cooker,Electronics,116351.12,34715.49,8,4.8,0,473,Visa Card
2025-04-24,Walton Fan,Electronics,205302.39,33256.81,20,3.2,1,348,bKash
2024-07-27,Minister Blender,Electronics,92512.51,22764.1,17,4.6,0,372,Mastercard
2024-12-10,Fresh Soybean Oil,Groceries,18994.28,3001.47,2,2.6,1,167,Visa Card
2024-11-02,Easy Fashion Shirt,Fashion,204950.91,49389.08,19,3.6,0,404,Cash
2024-04-09,Aarong Panjabi,Fashion,28041.06,3328.71,9,2.7,0,274,Rocket
2024-06-02,Bata School Shoe,Fashion,29032.34,5059.74,6,4.1,0,263,Nagad
2024-07-11,Walton Fridge,Electronics,180428.4,23272.92,16,3.8,0,165,bKash
2025-04-09,Sunsilk Shampoo,Personal Care,32218.01,7727.17,11,2.7,0,428,bKash
2024-02-22,Easy Fashion Shirt,Fashion,7263.09,2106.62,7,3.4,1,487,Nagad
2024-02-09,Teer Atta,Groceries,20548.52,4222.62,6,3.3,0,298,Mastercard
2024-08-11,Lux Soap,Personal Care,44747.23,13398.34,9,3.2,0,271,Rocket
2024-03-20,Lux Soap,Personal Care,89552.45,21067.31,19,3.2,0,154,Visa Card
2024-12-30,Square Toiletries Lotion,Personal Care,108729.95,30588.77,8,3.7,0,42,Visa Card
2024-10-01,RFL Chair,Furniture,97736.56,17141.02,19,4.4,0,279,Mastercard
2024-04-22,Minister Blender,Electronics,168543.26,45510.76,15,2.5,0,85,bKash
2024-11-30,Pran Noodles,Groceries,16165.45,2051.57,8,4.3,1,58,Nagad
2024-08-10,ACI Salt,Groceries,4046.59,394.69,1,3.7,0,356,bKash
2025-01-13,Fresh Milk,Dairy,40562.11,12965.02,13,3.5,0,382,Nagad
2025-01-20,Fresh Milk,Dairy,125818.4,19984.44,19,4.6,0,401,Rocket
2024-06-17,Olympic Biscuit,Snacks,12745.49,3980.74,1,3.5,0,415,Mastercard
2024-10-01,Aarong Panjabi,Fashion,74370.67,14800.44,8,2.6,1,480,Visa Card
2025-05-15,Walton Fan,Electronics,1975.41,397.77,9,2.8,0,35,Rocket
2024-06-18,Bashundhara Tissue,Household,37313.01,9356.79,10,4.7,0,116,Nagad
2024-05-30,Fresh Milk,Dairy,108587.53,17685.57,16,3.1,1,439,Mastercard
2024-06-02,Aarong Panjabi,Fashion,121945.46,30370.48,9,3.0,0,281,Nagad
2024-04-20,Easy Fashion Shirt,Fashion,195151.3,17798.36,18,3.7,1,167,Nagad
2024-08-26,Bombay Sweets Chanachur,Snacks,31667.02,7439.03,2,4.8,0,395,Rocket
2024-07-14,Fresh Milk,Dairy,10223.87,1283.65,3,3.4,0,91,Mastercard
2024-09-24,Dettol Handwash,Personal Care,182797.21,57377.25,13,3.4,0,430,Visa Card
2025-02-13,Olympic Biscuit,Snacks,7013.95,2319.66,18,4.5,0,161,Nagad
2025-03-09,Navana Helmet,Automotive,62351.45,21399.82,13,2.6,1,477,Nagad
2025-04-18,Kazi Farms Chicken,Frozen Food,59183.56,5819.58,8,3.1,0,455,Visa Card
2025-03-02,Kazi Farms Chicken,Frozen Food,36911.54,12758.28,6,3.3,0,307,Nagad
2024-09-16,Aarong Panjabi,Fashion,6360.19,1368.1,1,2.7,0,154,Mastercard
2025-03-11,Fresh Soybean Oil,Groceries,248671.61,71394.85,15,3.8,0,425,bKash
2024-08-30,RFL Chair,Furniture,106735.74,18998.72,13,4.6,0,58,Mastercard
2024-06-02,Walton Fan,Electronics,90383.58,29630.74,6,2.9,0,102,Nagad
2024-11-03,Aarong Panjabi,Fashion,23270.76,3896.42,20,3.7,0,81,bKash
2025-02-10,Teer Atta,Groceries,10143.49,1259.68,1,3.6,0,402,Mastercard
2024-07-24,Vision TV,Electronics,221648.72,48183.74,17,4.3,0,341,Cash
2024-07-03,Lux Soap,Personal Care,110339.48,13529.69,9,3.6,0,139,Rocket
2024-07-21,Minister Blender,Electronics,285967.33,63567.3,19,3.7,0,239,Mastercard
2025-03-28,Akij Cement,Construction,102621.46,26021.61,16,4.3,0,473,Nagad
2024-10-20,Pran Noodles,Groceries,104659.22,14747.79,7,3.0,0,471,Nagad
2024-01-30,Aarong Panjabi,Fashion,1311.26,327.19,5,2.6,1,174,Cash
2024-12-28,Bashundhara Tissue,Household,75515.58,11687.34,20,3.9,0,171,Rocket
2024-09-03,Bata School Shoe,Fashion,174030.83,28968.69,13,2.7,0,411,Rocket
2024-01-28,Square Toiletries Lotion,Personal Care,8693.53,731.14,1,3.1,0,286,Cash
2024-03-07,Aarong Panjabi,Fashion,4683.99,674.73,2,3.6,0,413,Rocket
2024-01-08,Olympic Biscuit,Snacks,40622.27,10244.64,4,3.9,0,265,bKash
2024-09-27,Pran Mango Juice,Beverages,90233.04,22997.47,11,4.7,0,409,Visa Card
2025-03-05,Pran Noodles,Groceries,17507.15,5298.33,11,4.5,0,217,bKash
2024-03-23,Pran Noodles,Groceries,77443.35,10277.13,12,3.1,0,99,Visa Card
2024-05-27,Square Toiletries Lotion,Personal Care,349101.0,41221.51,20,4.6,0,487,Rocket
2024-04-09,Singer Rice Cooker,Electronics,28221.34,7848.47,3,3.9,0,141,Rocket
2024-03-13,Aarong Panjabi,Fashion,170809.64,39905.93,16,3.6,0,172,Rocket
2024-10-15,Bata School Shoe,Fashion,27154.42,4088.52,2,4.0,0,404,Nagad
2024-06-09,Fresh Soybean Oil,Groceries,27843.51,5726.19,3,2.8,0,193,bKash
2024-03-07,Vision TV,Electronics,138480.15,23018.11,10,3.8,0,391,Mastercard
2024-07-14,Aarong Panjabi,Fashion,149895.39,27614.81,12,3.1,1,481,Nagad
2024-06-27,Easy Fashion Shirt,Fashion,15669.25,3725.25,5,4.8,0,270,Mastercard
2025-01-08,Minister Blender,Electronics,2101.31,403.29,14,4.0,0,445,Visa Card
2024-10-04,Fresh Soybean Oil,Groceries,187023.22,37802.85,12,4.9,1,385,Nagad
2024-05-26,Bashundhara Tissue,Household,63479.56,21141.66,6,2.8,0,358,Mastercard
2025-04-07,Bata School Shoe,Fashion,68621.7,17311.0,12,4.0,1,241,bKash
2025-04-13,Sunsilk Shampoo,Personal Care,25814.5,8526.78,12,3.2,0,31,Nagad
2024-09-13,Navana Helmet,Automotive,74410.13,8385.37,15,2.5,1,296,Rocket
2024-08-09,Bashundhara Tissue,Household,77275.58,18318.6,11,3.0,1,156,Nagad
2024-07-20,Akij Cement,Construction,70761.4,12605.25,8,3.8,1,431,Mastercard
2024-01-06,Square Toiletries Lotion,Personal Care,28240.67,5049.02,10,2.7,0,499,Nagad
2025-02-05,Walton Fan,Electronics,88299.03,30774.19,10,4.3,0,391,Mastercard
2025-03-06,ACI Salt,Groceries,47920.73,13612.89,11,3.5,1,102,bKash
2024-11-05,Walton Fan,Electronics,16238.59,3733.03,4,4.4,0,224,Mastercard
2025-04-04,Minister Blender,Electronics,21518.53,6384.8,17,3.8,0,203,Nagad
2024-12-05,Fresh Soybean Oil,Groceries,79021.53,11295.37,14,3.9,0,221,Mastercard
2025-03-20,Bashundhara Tissue,Household,158365.5,38722.93,11,3.4,0,54,Rocket
2025-02-09,Navana Helmet,Automotive,172814.59,25157.34,17,4.3,1,257,Nagad
2024-06-18,Bombay Sweets Chanachur,Snacks,79927.71,25977.62,9,3.5,0,174,Nagad
2024-10-09,Bombay Sweets Chanachur,Snacks,8805.49,1639.58,1,3.5,0,86,Nagad
2025-03-28,Sunsilk Shampoo,Personal Care,50745.59,14799.7,4,3.0,1,263,Nagad
2024-06-28,Bombay Sweets Chanachur,Snacks,14032.96,3771.48,7,4.7,1,332,bKash
2024-01-08,Walton Fridge,Electronics,56387.55,7656.04,5,2.8,0,142,Mastercard
2024-01-20,Square Toiletries Lotion,Personal Care,52460.45,15239.53,7,3.1,0,321,Mastercard
2024-11-24,Sunsilk Shampoo,Personal Care,162355.34,27891.59,14,3.5,0,261,bKash
2024-02-22,Aarong Panjabi,Fashion,60512.81,14978.51,15,3.9,0,152,Rocket
2024-12-16,Bashundhara Tissue,Household,4127.81,1363.32,17,3.7,1,489,Rocket
2024-04-28,Kazi Farms Chicken,Frozen Food,20999.16,5028.69,2,3.9,1,357,bKash
2024-03-13,Sunsilk Shampoo,Personal Care,48270.67,11335.49,10,4.4,0,362,Mastercard
2025-03-21,Bata School Shoe,Fashion,8731.81,899.94,2,3.7,0,231,Cash
2024-06-26,Pran Mango Juice,Beverages,5269.72,944.13,3,2.9,0,96,Cash
2025-02-19,Square Toiletries Lotion,Personal Care,51092.6,12095.82,10,4.6,0,51,bKash
2024-05-12,Pran Mango Juice,Beverages,31993.16,4500.35,5,3.5,0,357,Nagad
2024-01-29,ACI Salt,Groceries,81614.98,9274.22,9,2.6,0,269,Nagad
2024-04-18,Dettol Handwash,Personal Care,69094.6,8336.57,9,4.4,0,368,Visa Card
2024-01-03,Aarong Panjabi,Fashion,119506.87,32845.34,15,3.9,0,407,Cash
2025-04-05,Navana Helmet,Automotive,45959.04,8561.94,16,3.2,1,54,Rocket
2024-01-02,Singer Rice Cooker,Electronics,41217.19,12808.91,20,3.4,0,90,Mastercard
2024-06-24,Walton Fridge,Electronics,120046.56,38128.84,9,2.5,0,423,Cash
2024-11-17,Pran Mango Juice,Beverages,167257.81,41753.61,15,3.9,0,131,Nagad
2025-03-04,Pran Mango Juice,Beverages,173030.91,17021.75,15,4.3,0,277,Mastercard
2024-05-16,Minister Blender,Electronics,7688.77,955.05,18,4.3,1,127,Cash
2025-03-27,Aarong Panjabi,Fashion,146621.93,47916.18,14,3.6,0,163,Mastercard
2024-04-11,Walton Fridge,Electronics,58722.05,10473.02,5,3.2,0,226,Nagad
2024-09-15,Kazi Farms Chicken,Frozen Food,62974.93,17726.93,14,4.9,0,484,Cash
2024-03-26,Aarong Panjabi,Fashion,27984.37,6525.55,12,2.9,0,81,Visa Card
2024-10-30,ACI Salt,Groceries,136058.86,13995.67,12,2.6,0,169,bKash
2024-06-25,Fresh Milk,Dairy,31495.9,10467.95,9,3.0,0,216,Rocket
2024-04-23,Singer Rice Cooker,Electronics,1131.42,265.14,2,2.6,0,259,Rocket
2024-04-17,Walton Fan,Electronics,189358.86,36435.92,20,2.9,1,252,bKash
2024-10-12,Walton Fridge,Electronics,142185.0,21596.79,13,4.9,1,159,Mastercard
2024-10-11,Kazi Farms Chicken,Frozen Food,27143.13,6753.02,10,3.8,0,57,Mastercard
2025-02-25,Akij Cement,Construction,155032.27,17645.0,9,2.8,0,269,Rocket
2024-07-09,Easy Fashion Shirt,Fashion,69966.3,20025.46,7,2.8,0,439,Rocket
2024-02-19,Aarong Panjabi,Fashion,52761.34,16104.59,17,3.6,0,434,Visa Card
2024-06-18,Akij Cement,Construction,174282.68,40895.11,14,4.7,0,261,bKash
2024-06-29,Dettol Handwash,Personal Care,179589.07,28276.13,20,2.7,0,83,Visa Card
2025-04-04,Minister Blender,Electronics,13375.16,3177.89,5,2.5,1,472,Visa Card
2024-06-21,Fresh Milk,Dairy,14160.81,1936.07,5,3.8,0,468,bKash
2024-01-07,Lux Soap,Personal Care,105134.63,23284.74,13,4.3,0,315,Cash
2025-03-31,Walton Fridge,Electronics,98820.02,27340.89,19,4.0,0,352,Rocket
2024-07-02,Kazi Farms Chicken,Frozen Food,14573.31,3652.03,1,4.1,1,104,Mastercard
2024-03-25,Olympic Biscuit,Snacks,159795.29,46920.78,12,4.8,0,179,Cash
2024-05-17,Bata School Shoe,Fashion,42706.65,14783.3,7,4.2,1,449,bKash
2025-04-24,Bashundhara Tissue,Household,95967.91,26297.29,20,2.8,0,119,Cash
