date,product_name,product_category,sales,profit,quantity,rating,returned,stock,payment_method,customer_city
2025-11-08,RFL Plastic Chair,Home & Kitchen,532000,131684.92,50,3.9,No,42,bKash,Mymensingh
2025-11-10,Dell Inspiron Laptop,Electronics,152075,40811.1,7,3.7,Yes,57,bKash,Narayanganj
2025-11-11,Rupchanda Soyabean Oil 5L,Groceries,29408,6277.38,16,4.2,No,135,Cash on Delivery,Chittagong
2025-11-11,Walton Smart TV 43 Inch,Electronics,994418,289371.4,31,4.1,No,397,Nagad,Rajshahi
2025-11-13,Dell Inspiron Laptop,Electronics,1678824,379436.56,36,3.9,No,89,bKash,Comilla
2025-11-13,Samsung Galaxy A15,Electronics,1261422,419281.21,18,4.2,No,68,bKash,Dhaka
2025-11-14,Oraimo Power Bank,Mobile Accessories,289107,66905.36,39,1.5,No,379,Bank Transfer,Chittagong
2025-11-14,Singer Electric Kettle,Home & Kitchen,255690,55178.89,18,4.2,No,163,Rocket,Rangpur
2025-11-14,Parachute Coconut Oil,Beauty,61984,23340.43,32,3.6,No,339,Bank Transfer,Chittagong
2025-11-15,RFL Plastic Chair,Home & Kitchen,341198,102507.29,26,4.8,No,94,Cash on Delivery,Dhaka
2025-11-15,Bioaqua Serum,Beauty,3850,1183.98,7,3.7,No,3,bKash,Dhaka
2025-11-16,Ponds Bright Beauty Cream,Beauty,66264,24641.49,22,4.0,No,456,Nagad,Sylhet
2025-11-16,Baseus Type-C Cable,Mobile Accessories,203040,42474.84,27,4.0,No,402,Cash on Delivery,Rajshahi
2025-11-17,Unilever Sunsilk Shampoo,Beauty,50368,14483.4,16,4.3,No,154,bKash,Khulna
2025-11-17,Parachute Coconut Oil,Beauty,111520,35076.99,32,4.7,No,104,Nagad,Khulna
2025-11-17,Haier Refrigerator 220L,Electronics,1157492,262128.38,14,4.4,No,423,bKash,Dhaka
2025-11-17,Haier Refrigerator 220L,Electronics,527625,135676.46,5,4.0,No,128,bKash,Dhaka
2025-11-17,UGREEN USB Hub,Mobile Accessories,52591,11566.99,7,3.5,No,89,bKash,Khulna
2025-11-17,Ponds Bright Beauty Cream,Beauty,13604,4855.98,19,4.4,No,113,bKash,Chittagong
2025-11-19,Dorjibari Kurti,Fashion,10218,3565.48,3,4.7,No,430,Rocket,Dhaka
2025-11-20,Teer Flour 2kg,Groceries,69987,22688.26,41,4.6,No,331,bKash,Sylhet
2025-11-22,Awei Bluetooth Headset,Mobile Accessories,540050,144752.35,50,3.7,Yes,378,bKash,Chittagong
2025-11-24,Parachute Coconut Oil,Beauty,50232,14635.11,42,3.9,Yes,457,bKash,Dhaka
2025-11-24,Unilever Sunsilk Shampoo,Beauty,95580,25457.07,30,1.1,No,304,Cash on Delivery,Comilla
2025-11-24,Haier Refrigerator 220L,Electronics,887832,289260.15,11,4.8,No,26,Nagad,Rajshahi
2025-11-25,Easy Polo T-Shirt,Fashion,226935,66471.53,45,4.9,No,247,Rocket,Narayanganj
2025-11-25,Parachute Coconut Oil,Beauty,15318,5401.46,37,4.3,No,309,Nagad,Barisal
2025-11-25,Cute Perfume,Beauty,27874,6145.75,14,4.6,No,240,bKash,Rangpur
2025-11-26,Infinity Hijab,Fashion,25380,8857.56,9,4.6,No,195,bKash,Narayanganj
2025-11-27,Oraimo Power Bank,Mobile Accessories,109188,32530.21,36,4.0,No,5,Card,Chittagong
2025-11-28,Haier Refrigerator 220L,Electronics,2032416,786257.83,24,4.3,No,92,bKash,Mymensingh
2025-11-29,Ponds Bright Beauty Cream,Beauty,62220,17888.08,20,3.9,No,69,Nagad,Sylhet
2025-11-29,Pran Chinigura Rice 25kg,Groceries,84656,23317.13,26,4.5,No,442,Nagad,Khulna
2025-12-01,Sony Bluetooth Speaker,Electronics,1314048,459096.63,48,4.9,No,213,Bank Transfer,Chittagong
2025-12-01,Remax Phone Holder,Mobile Accessories,7776,2435.33,18,4.6,Yes,264,Cash on Delivery,Mymensingh
2025-12-02,Cats Eye Jeans,Fashion,61976,22611.21,8,1.5,No,35,Cash on Delivery,Dhaka
2025-12-02,Oraimo Power Bank,Mobile Accessories,111330,27825.31,45,4.7,No,260,bKash,Sylhet
2025-12-02,Fresh Sugar 2kg,Groceries,27854,8201.44,38,3.7,No,221,bKash,Rangpur
2025-12-02,Kiam Pressure Cooker,Home & Kitchen,253555,71228.61,17,4.4,No,185,Cash on Delivery,Dhaka
2025-12-03,Bioaqua Serum,Beauty,160752,42841.01,48,2.3,No,408,Rocket,Narayanganj
2025-12-03,RFL Storage Box,Home & Kitchen,204624,49284.07,21,3.9,No,163,Nagad,Comilla
2025-12-03,Pran Chinigura Rice 25kg,Groceries,1274,433.54,1,4.9,No,379,bKash,Dhaka
2025-12-03,Aarong Cotton Saree,Fashion,69904,22213.69,16,4.1,No,180,Cash on Delivery,Dhaka
2025-12-03,Rupchanda Soyabean Oil 5L,Groceries,77265,17362.82,17,4.6,No,336,Card,Dhaka
2025-12-04,Samsung Galaxy A15,Electronics,1312886,421101.89,23,4.6,No,203,bKash,Dhaka
2025-12-04,LG Microwave Oven,Electronics,4083280,1322379.05,43,3.3,No,422,bKash,Dhaka
2025-12-05,Aarong Dairy Milk 1L,Groceries,64162,13246.97,14,3.7,No,452,bKash,Sylhet
2025-12-05,Sony Bluetooth Speaker,Electronics,1470528,445116.97,23,3.9,No,6,Cash on Delivery,Chittagong
2025-12-06,Aarong Cotton Saree,Fashion,71984,19041.25,22,4.6,No,259,Rocket,Dhaka
2025-12-06,UGREEN USB Hub,Mobile Accessories,392616,125148.12,36,4.5,No,151,Rocket,Rangpur
2025-12-06,Asus VivoBook 15,Electronics,1959800,665736.21,20,4.4,No,202,Rocket,Dhaka
2025-12-07,Ispahani Tea 400g,Groceries,131142,39310.07,33,3.5,No,133,bKash,Dhaka
2025-12-07,Remax Phone Holder,Mobile Accessories,53674,21130.37,47,4.0,No,346,Nagad,Rangpur
2025-12-08,Lux Body Wash,Beauty,37650,13056.98,25,3.8,Yes,303,bKash,Narayanganj
2025-12-08,Cute Perfume,Beauty,37620,13605.69,19,3.5,No,112,bKash,Khulna
2025-12-09,Hoco Smart Watch,Mobile Accessories,393584,133864.23,34,2.6,No,356,Rocket,Dhaka
2025-12-09,Fresh Sugar 2kg,Groceries,27072,8132.65,24,3.8,No,498,bKash,Mymensingh
2025-12-11,Joyroom Car Charger,Mobile Accessories,380295,103999.04,45,3.9,Yes,230,Nagad,Barisal
2025-12-11,Haier Refrigerator 220L,Electronics,60354,14493.06,1,4.0,No,312,Card,Narayanganj
2025-12-12,Canon EOS 200D,Electronics,937034,318725.11,14,4.8,No,77,Card,Rajshahi
2025-12-12,Bata Formal Shoes,Fashion,71208,26457.09,43,4.5,No,426,Cash on Delivery,Dhaka
2025-12-13,Fresh Salt 1kg,Groceries,35640,10697.65,45,3.6,No,184,Nagad,Sylhet
2025-12-13,Minister Induction Cooker,Home & Kitchen,7521,2979.2,3,4.6,No,437,Cash on Delivery,Chittagong
2025-12-13,Canon EOS 200D,Electronics,482724,180020.32,33,4.5,No,98,Nagad,Dhaka
2025-12-14,Pran Chinigura Rice 25kg,Groceries,25725,5194.76,49,4.5,No,499,Rocket,Mymensingh
2025-12-14,Bioaqua Serum,Beauty,14092,3041.37,26,4.0,No,319,Rocket,Dhaka
2025-12-15,Fresh Sugar 2kg,Groceries,138446,45493.13,29,4.0,No,235,bKash,Chittagong
2025-12-15,Singer Electric Kettle,Home & Kitchen,195400,53134.91,20,4.2,No,399,Cash on Delivery,Comilla
2025-12-17,Xiaomi Earbuds,Mobile Accessories,85440,24503.7,48,2.5,No,365,bKash,Dhaka
2025-12-17,Yellow Panjabi,Fashion,231300,66103.52,45,4.2,No,421,Cash on Delivery,Khulna
2025-12-18,Garnier Face Wash,Beauty,57392,20908.96,17,4.5,No,417,bKash,Dhaka
2025-12-18,RFL Plastic Chair,Home & Kitchen,19737,5891.19,3,4.6,No,110,bKash,Comilla
2025-12-18,Ecstasy Shirt,Fashion,67680,21624.9,12,4.5,No,337,Nagad,Mymensingh
2025-12-19,Awei Bluetooth Headset,Mobile Accessories,52679,11519.21,11,3.6,No,36,bKash,Dhaka
2025-12-20,Parachute Coconut Oil,Beauty,124062,26238.2,46,3.8,No,8,bKash,Dhaka
2025-12-20,Nova Gas Stove,Home & Kitchen,350766,91093.87,18,5.0,No,363,Cash on Delivery,Dhaka
2025-12-20,Teer Flour 2kg,Groceries,17600,6622.59,11,2.8,No,420,Rocket,Khulna
2025-12-20,Hoco Smart Watch,Mobile Accessories,11242,4085.58,1,4.5,No,69,Bank Transfer,Khulna
2025-12-21,Fresh Salt 1kg,Groceries,175545,36643.0,47,4.6,No,395,Cash on Delivery,Chittagong
2025-12-21,Samsung Galaxy A15,Electronics,1566390,363313.77,30,4.9,No,363,bKash,Comilla
2025-12-22,Walton Smart TV 43 Inch,Electronics,1873872,660505.97,18,4.0,No,346,bKash,Dhaka
2025-12-22,Nivea Men Deodorant,Beauty,63105,23012.63,35,4.0,No,381,Cash on Delivery,Dhaka
2025-12-23,Dorjibari Kurti,Fashion,176157,62358.42,37,4.9,No,310,Cash on Delivery,Chittagong
2025-12-23,Ecstasy Shirt,Fashion,204610,47169.99,35,1.2,No,89,Nagad,Dhaka
2025-12-23,Joyroom Car Charger,Mobile Accessories,30017,6818.23,13,1.4,No,424,Rocket,Rangpur
2025-12-24,Sailor Denim Jacket,Fashion,235828,70259.78,38,4.3,No,288,bKash,Comilla
2025-12-24,Samsung Galaxy A15,Electronics,2021568,584877.98,48,3.7,No,183,Cash on Delivery,Sylhet
2025-12-26,Xiaomi Redmi Note 13,Electronics,125523,34098.13,9,4.4,Yes,74,Cash on Delivery,Chittagong
2025-12-26,Canon EOS 200D,Electronics,942450,215980.09,25,3.7,No,265,bKash,Mymensingh
2025-12-26,Doodles Instant Noodles,Groceries,21708,6549.25,6,1.7,No,402,Nagad,Dhaka
2025-12-26,Xiaomi Redmi Note 13,Electronics,1404575,476452.06,19,4.6,No,1,bKash,Dhaka
2025-12-27,Xiaomi Redmi Note 13,Electronics,3969696,835292.01,48,3.8,Yes,30,Cash on Delivery,Comilla
2025-12-28,Sony Bluetooth Speaker,Electronics,3452159,879921.52,41,4.4,Yes,313,Card,Dhaka
2025-12-29,Sony Bluetooth Speaker,Electronics,2368410,650460.45,33,4.5,No,259,bKash,Chittagong
2025-12-29,Garnier Face Wash,Beauty,8584,2172.12,29,3.6,No,10,bKash,Chittagong
2025-12-31,Awei Bluetooth Headset,Mobile Accessories,35828,10872.32,13,3.6,No,216,Rocket,Rajshahi
